scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,resource_control,mean_delta_used,std_delta_used,delta_switch_rate,mean_center_pool_size,mean_edge_pool_size,frac_delta_0_5,frac_delta_0_6667,frac_delta_0_8,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,26.89023431133986,-300.0,88.20720383430044,0.0,0.023009523809523806,0.010623280423280418,0.9769904761904762,0.9893767195767196,42.38071710257921,75.0,26.509935013694236,-300.0,75.84798940613793,0.10862857142857141,0.0547100529100529,0.8913714285714286,0.9452899470899471,20.15930222061744,0.1703280033557263,0.08070464102484465,14.675718557942387,0.01516623766623767,0.027360170112919798,0.16637777777777776,14.675718557942387,0.0,0.0,6.502337041689099,4.927245889130041,12.0,13.508412698412698,28.0,0.6446825396825396,0.16503207589138705,0.16541619535239208,0.024003281164194527,0.014305905880861464,0.9759967188358055,0.9856940941191386,0.022717467449618094,0.008135328370489242,0.5377777777777778,884.7972390651703,main,combined_mobility_orientation_nlos,6,884.8607108592987
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.72689780189353,-7.4860490689904715,185.6516665575629,0.0,0.05927936507936508,0.029498412698412694,0.940720634920635,0.9705015873015873,48.00942260377951,75.0,29.71795958746665,-300.0,116.43776619890568,0.15043809523809523,0.07319576719576719,0.8495619047619047,0.9268042328042329,31.255085290129184,0.36363157354360465,0.18626766986556703,30.888311722588295,0.01516623766623767,0.06450333768563986,0.16637777777777776,30.8883117225883,0.0,0.0,17.724451951682827,15.847055983585122,64.0,43.1581746031746,75.0,0.9859523809523809,0.20733909578128584,0.13270863237991778,0.09432353748740925,0.062309594723891616,0.9056764625125907,0.9376904052761084,0.03088609042963365,0.003832619276054589,0.5377777777777778,905.1877098083496,main,combined_mobility_orientation_nlos,6,905.2597372531891
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7929718518518518,0.029794153006265665,0.013333333333333334,160.36444444444444,30.89608888888889,0.0,0.05271111111111111,0.9472888888888888,24.959553276580536,-7.377168674095545,184.49078979468968,0.0,0.04164021164021164,0.013857142857142849,0.9583597883597884,0.9861428571428571,43.79664442146818,75.0,20.78158354850135,-300.0,52.60787553749846,0.06867830687830688,0.030978835978835974,0.9313216931216931,0.969021164021164,37.1460733409054,0.32585679399943973,0.10805850096989134,30.696729453299508,0.015035392535392534,0.04617256034213272,0.1663862433862434,30.696729453299504,0.0,0.0,13.927284324929975,10.99278557673523,46.0,36.2,75.0,0.965,0.18910653820547,0.1608634176095321,0.08402469808508568,0.04425752062395819,0.9159753019149143,0.9557424793760418,0.029167183512488683,0.006829922046365265,0.21777777777777776,1299.660248041153,main,combined_mobility_orientation_nlos,5,1299.7226333618164
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.99136186638401,-8.826191981948389,176.94721401635027,0.0,0.05025608465608466,0.020817989417989412,0.9497439153439153,0.9791820105820106,33.66661815535747,75.0,26.55489315150237,-300.0,75.57097854403196,0.11317354497354497,0.05991428571428571,0.8868264550264551,0.9400857142857143,22.85635998765051,0.3825072058953618,0.1802385830666106,29.440084252009214,0.01516623766623767,0.054323000742701376,0.16637777777777776,29.440084252009218,0.0,0.0,11.892511327163342,10.601313434442664,43.0,35.002857142857145,75.0,0.9786507936507937,0.17326549352551085,0.1613339385587202,0.06458557519348121,0.031164160739555104,0.9354144248065188,0.9688358392604449,0.03950179203796065,0.013607409941463236,0.5377777777777778,895.9310820102692,main,combined_mobility_orientation_nlos,6,895.9946730136871
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.797122515617566,-7.28716664696245,183.92827425911187,0.0,0.05708359788359788,0.02658201058201058,0.9429164021164022,0.9734179894179894,32.25611894242233,75.0,28.692664016050283,-300.0,98.98884971899406,0.13333121693121694,0.06686560846560846,0.866668783068783,0.9331343915343915,21.94326382322202,0.40459224869163163,0.20873326465308495,30.60157754173268,0.01516623766623767,0.061043670005046874,0.1663777777777778,30.60157754173268,0.0,0.0,14.135298350129146,11.636749043532209,47.0,36.79698412698413,75.0,0.979920634920635,0.2005049665844988,0.13903222534578713,0.08738397686093098,0.0510474039398418,0.912616023139069,0.9489525960601582,0.033342709065937316,0.008364701476859547,0.5377777777777778,928.9547545909882,main,combined_mobility_orientation_nlos,6,929.0166702270508
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,27.250082250762784,-300.0,89.11489919448061,0.0,0.022921693121693117,0.010448677248677242,0.9770783068783069,0.9895513227513227,42.63557196917886,75.0,26.601174790196037,-300.0,75.05349863289327,0.10748888888888888,0.05262433862433862,0.8925111111111111,0.9473756613756614,20.54643930874624,0.16984108703988482,0.07941267177251186,14.826361688945845,0.015010725010725012,0.02716077303904398,0.16637354497354495,14.826361688945848,0.0,0.0,6.493699299867274,4.930817570697145,12.0,13.522698412698412,29.0,0.6455555555555555,0.16509422145503852,0.1657588428163064,0.023521101200442103,0.013863897398808805,0.9764788987995578,0.9861361026011912,0.022902625863489467,0.008189936009052337,0.45555555555555555,890.8762385845184,main,combined_mobility_orientation_nlos,7,890.9390528202057
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7940385185185185,0.027555851213069398,0.013333333333333334,160.76444444444445,30.760088888888887,0.0,0.04471111111111111,0.9552888888888889,24.772834798947105,-7.473477546808903,184.82032321915102,0.0,0.04157777777777777,0.014398941798941793,0.9584222222222223,0.9856010582010583,43.28436657681941,75.0,20.46365416178025,-300.0,52.748568227456865,0.06896825396825397,0.0319989417989418,0.931031746031746,0.9680010582010582,37.05285968891769,0.3291486701559556,0.11359032697947438,30.74999466537297,0.01516623766623767,0.046295763785151274,0.16637777777777776,30.749994665372974,0.0,0.0,13.590458058197614,11.008258572985662,45.0,35.852222222222224,75.0,0.9656349206349206,0.18663367007383816,0.16077768775847853,0.0843725543260994,0.04617662224281043,0.9156274456739006,0.9538233777571896,0.028487541370554103,0.0067979091712598505,0.33650793650793653,1301.295512676239,main,combined_mobility_orientation_nlos,6,1301.356214761734
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.342366886729955,-7.819211285148175,185.19551956824213,0.0,0.05870264550264549,0.02846560846560846,0.9412973544973545,0.9715343915343916,48.27531811967609,75.0,29.82216399316506,-300.0,114.40867852037672,0.14834391534391533,0.0711936507936508,0.8516560846560847,0.9288063492063492,31.587504948357147,0.35639048398443174,0.18041568958935503,30.81163510378596,0.015010725010725012,0.06319524372789956,0.16637354497354495,30.81163510378596,0.0,0.0,17.76350559005664,15.942707384696336,65.0,43.392380952380954,75.0,0.9859523809523809,0.2096835579470706,0.1336309463151202,0.09535487490273582,0.06067993710617035,0.9046451250972641,0.9393200628938296,0.03180537729981244,0.00446682440361179,0.45555555555555555,892.9268305301666,main,combined_mobility_orientation_nlos,7,892.9894161224365
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.149339093314634,-9.922282127446461,175.19529467443874,0.0,0.049611640211640204,0.020448677248677247,0.9503883597883598,0.9795513227513227,34.16408931537184,75.0,26.737733766951806,-300.0,74.60732747858766,0.11089523809523809,0.057913227513227514,0.889104761904762,0.9420867724867725,23.281780381286122,0.37713615312070714,0.17621229615750625,29.147862237671198,0.015010725010725012,0.053619868476990316,0.16637354497354495,29.1478622376712,0.0,0.0,12.19137753525885,10.699566735029268,43.0,35.291111111111114,75.0,0.9787301587301588,0.1765955938122528,0.16038705798036787,0.06502597035642779,0.030967462690329156,0.9349740296435722,0.9690325373096709,0.03936678892463751,0.013336912923587501,0.45555555555555555,897.3253848552704,main,combined_mobility_orientation_nlos,7,897.3882150650024
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.990168343624838,-7.721951311418541,182.23866896991106,0.0,0.05637037037037037,0.025786243386243378,0.9436296296296296,0.9742137566137566,32.84335200313938,75.0,28.81876535596455,-300.0,97.28080695907535,0.13093650793650793,0.06489629629629629,0.8690634920634921,0.9351037037037038,22.453323508486633,0.3981055837910545,0.2026988712198901,30.319693387784472,0.015010725010725012,0.06002768316346364,0.16637354497354495,30.319693387784472,0.0,0.0,14.474442897700689,11.723220929194321,48.0,37.016825396825396,75.0,0.9798412698412698,0.20367554462532436,0.13943843892006538,0.08808819641428475,0.049967434372861455,0.9119118035857152,0.9500325656271386,0.03390588698683332,0.008764554208617808,0.45555555555555555,935.9128541946411,main,combined_mobility_orientation_nlos,7,935.9853572845459
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,27.056535349700304,-300.0,89.18616709452375,0.0,0.023039153439153432,0.010424338624338617,0.9769608465608466,0.9895756613756613,42.73208736976787,75.0,26.478940409403755,-300.0,75.34253963734439,0.1077100529100529,0.053524867724867725,0.8922899470899471,0.9464751322751322,20.461635248901903,0.170138866348885,0.07974733741078019,14.830291122821555,0.014897039897039898,0.02737272222066034,0.16628465608465606,14.830291122821553,0.0,0.0,6.5161476338466215,4.933041556311087,12.0,13.47015873015873,28.0,0.6467460317460317,0.1657244185848803,0.16553195905356838,0.02391577616107322,0.013932300517849334,0.9760842238389268,0.9860676994821507,0.023089221553685087,0.0082495917899159,0.48253968253968255,881.7347068786621,main,combined_mobility_orientation_nlos,8,881.7976975440979
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.07526624147554,-7.306026014690063,188.02609724257482,0.0,0.059744973544973545,0.028491005291005293,0.9402550264550265,0.9715089947089947,47.9463129308544,75.0,29.57590198226825,-300.0,114.28331049169545,0.14863492063492062,0.07112592592592593,0.8513650793650793,0.9288740740740741,31.398841035913577,0.36553716795206126,0.18520568352461889,31.265854914921658,0.014897039897039898,0.06439626723495842,0.16628465608465612,31.265854914921654,0.0,0.0,17.710090581210107,15.900002018122743,64.0,43.296190476190475,75.0,0.986904761904762,0.2071589704217628,0.13343994814611923,0.09511586515261385,0.061055744146090093,0.9048841348473862,0.93894425585391,0.03311333887227956,0.0041653454228090785,0.48253968253968255,896.7711269855499,main,combined_mobility_orientation_nlos,8,896.8332822322845
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7937777777777778,0.028123185812544686,0.013333333333333334,160.66666666666666,30.793333333333333,0.0,0.04666666666666667,0.9533333333333334,25.371564909971834,-7.657220041802032,185.45554128717683,0.0,0.04157354497354497,0.014189417989417986,0.9584264550264551,0.985810582010582,43.345942676344684,75.0,20.77749908279739,-300.0,52.57821323367003,0.06879682539682538,0.03127195767195767,0.9312031746031746,0.9687280423280423,37.041676782390546,0.3265572495656146,0.11082038484424138,30.854895838935242,0.015010725010725012,0.04570956923812561,0.16637354497354495,30.854895838935242,0.0,0.0,14.043892543132731,11.089203265765766,46.0,36.24595238095238,75.0,0.9662698412698413,0.19019734629535162,0.15990310843901567,0.0833676232248128,0.04437423482473944,0.9166323767751872,0.9556257651752605,0.029155251602461494,0.007015885598071753,0.28539682539682537,1295.9549627304077,main,combined_mobility_orientation_nlos,7,1296.0157930850983
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.940896127364645,-8.640884670803393,177.30109879617302,0.0,0.0504042328042328,0.02042751322751322,0.9495957671957672,0.9795724867724868,34.02418495240195,75.0,26.574632318613812,-300.0,75.24713966994037,0.11202116402116402,0.05867619047619047,0.887978835978836,0.9413238095238096,23.112424651839536,0.38167642754976555,0.17758516646172717,29.48245223675326,0.014897039897039898,0.05447738261289488,0.16628465608465612,29.48245223675326,0.0,0.0,12.295991847381533,10.703469731550918,44.0,35.365,75.0,0.9787301587301588,0.1747886247183036,0.1606618275969492,0.06565204458615106,0.031031090524827287,0.934347955413849,0.9689689094751727,0.040221232587375096,0.013464172750071366,0.48253968253968255,905.0417349338531,main,combined_mobility_orientation_nlos,8,905.1064975261688
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.755848029046298,-7.142547383203805,184.13949205433508,0.0,0.0573005291005291,0.025699470899470896,0.9426994708994709,0.9743005291005291,32.62166950113379,75.0,28.663895904601176,-300.0,98.36644260313035,0.13253756613756615,0.06538518518518519,0.8674624338624338,0.9346148148148148,22.268443346276033,0.40301984955563097,0.2045288990705828,30.61957210785837,0.014897039897039898,0.061175447773119986,0.16628465608465612,30.619572107858367,0.0,0.0,14.572734845503726,11.677723924288912,48.0,37.147301587301584,75.0,0.979920634920635,0.20189933225890244,0.13869852139010122,0.08863677986460868,0.050251662375339914,0.9113632201353913,0.94974833762466,0.03450130669024316,0.00821287096229055,0.48253968253968255,926.4349615573883,main,combined_mobility_orientation_nlos,8,926.4971933364868
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,27.44122927294343,-300.0,89.64563016335723,0.0,0.022859259259259253,0.010420105820105816,0.9771407407407408,0.9895798941798942,42.60378132118451,75.0,26.74462480507675,-300.0,75.07243628735812,0.1067037037037037,0.05232804232804232,0.8932962962962963,0.9476719576719577,20.661452565522332,0.1694637310849299,0.07974245372903122,14.92158628801634,0.014982839982839984,0.027361183744582386,0.16645079365079365,14.92158628801634,0.0,0.0,6.513412244155686,4.929650977226217,12.0,13.449603174603174,28.0,0.6467460317460317,0.16620538480530694,0.16516810441693375,0.023316126732518656,0.013345699756861746,0.9766838732674813,0.9866543002431383,0.022978776687010507,0.0082608909029538,0.4638095238095238,889.6187334060669,main,combined_mobility_orientation_nlos,9,889.6800589561462
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.27959899350924,-7.202952025959356,188.55027811458703,0.0,0.05951957671957672,0.028515343915343914,0.9404804232804232,0.9714846560846561,47.870111586192515,75.0,29.799894022544766,-300.0,114.38185619665362,0.14772063492063492,0.07095873015873015,0.8522793650793651,0.9290412698412699,31.459633783638512,0.36434318472705746,0.18216763518722967,31.384343435250884,0.014982839982839984,0.06421431177876291,0.16645079365079363,31.384343435250884,0.0,0.0,17.23736790906449,15.797681601219365,63.0,42.992777777777775,75.0,0.9853968253968254,0.20911495323996973,0.13378561322238816,0.09507659299673123,0.06016329691896383,0.9049234070032688,0.9398367030810362,0.03310057083484396,0.004518886169316161,0.4638095238095238,900.4376881122589,main,combined_mobility_orientation_nlos,9,900.5007066726685
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.793031111111111,0.029675238378815215,0.013333333333333334,160.38666666666666,30.888533333333335,0.0,0.05226666666666667,0.9477333333333333,24.980595254920633,-7.4108139881392265,185.01320428734232,0.0,0.04164021164021164,0.013989417989417984,0.9583597883597884,0.986010582010582,43.37088065537144,75.0,20.609663180892834,-300.0,52.754696052805556,0.06904021164021164,0.03130899470899471,0.9309597883597883,0.9686910052910053,36.83309861988492,0.3275256728851912,0.11199989961345852,30.76485704604094,0.014897039897039898,0.04635269707683438,0.16628465608465612,30.764857046040937,0.0,0.0,14.034231717560287,11.079001026535233,46.0,36.26706349206349,75.0,0.9653174603174604,0.19025011259844835,0.15982528581667033,0.08459823252454758,0.0440728431469656,0.9154017674754524,0.9559271568530344,0.02876405936074991,0.006885923188626774,0.2777777777777778,1283.0438985824585,main,combined_mobility_orientation_nlos,8,1283.1064693927765
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.14554229960009,-8.570238074653409,177.13689969142845,0.0,0.04986349206349206,0.02011428571428571,0.950136507936508,0.9798857142857142,34.21110577455943,75.0,26.716450906196684,-300.0,74.62603970422937,0.11045396825396823,0.05744550264550265,0.8895460317460318,0.9425544973544974,23.376479542293257,0.3760233185280995,0.1722903366688195,29.48457753847929,0.014982839982839984,0.05422785086347486,0.16645079365079363,29.48457753847929,0.0,0.0,11.678987095056657,10.56229132306207,43.0,35.076190476190476,75.0,0.9795238095238096,0.17561635303558265,0.16042149999765723,0.06472202598300295,0.02987428384929483,0.9352779740169971,0.9701257161507052,0.039563668580361235,0.013530453101230121,0.4638095238095238,893.7331163883209,main,combined_mobility_orientation_nlos,9,893.809859752655
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.075415260747263,-7.023966586282238,185.3930004156789,0.0,0.05707830687830688,0.025819047619047613,0.9429216931216932,0.9741809523809524,32.71968296843901,75.0,28.851429785012478,-300.0,98.04059633255748,0.13134814814814816,0.06489841269841269,0.8686518518518518,0.9351015873015873,22.34765565727581,0.39964423246710035,0.20145994592120303,30.85881205649167,0.014982839982839984,0.06079539429222097,0.16645079365079363,30.85881205649167,0.0,0.0,14.127446365116043,11.625426155231194,47.0,36.88785714285714,75.0,0.9796825396825397,0.20317031140934524,0.1388736202566648,0.08810618531998624,0.04907364934466317,0.9118938146800137,0.9509263506553368,0.034388073945939505,0.008904987936322977,0.4638095238095238,933.020334482193,main,combined_mobility_orientation_nlos,9,933.0818021297455
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,27.267909954497398,-300.0,88.67498991783597,0.0,0.022816931216931218,0.010441269841269835,0.9771830687830688,0.9895587301587302,42.6397793078291,75.0,26.53756354318396,-300.0,74.89250847601606,0.10718412698412698,0.05315132275132275,0.8928158730158731,0.9468486772486773,20.370913395865585,0.16708503495486032,0.07862475213270574,14.751201867792224,0.015060060060060061,0.02710775369685297,0.16635132275132275,14.751201867792222,0.0,0.0,6.512762527465573,4.929745627483496,12.0,13.45984126984127,28.0,0.6524603174603174,0.16534976762298081,0.1653339603486724,0.023147045469687596,0.013692336010260481,0.9768529545303124,0.9863076639897396,0.023235222005212375,0.008491157679409559,0.4587301587301587,882.0977516174316,main,combined_mobility_orientation_nlos,10,882.1601750850677
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,29.011839225340438,-7.614024428359022,186.12457582045488,0.0,0.059410582010582004,0.028526984126984123,0.940589417989418,0.9714730158730158,48.08264809092338,75.0,29.498768967145345,-300.0,112.42054235890237,0.1470920634920635,0.07003809523809523,0.8529079365079365,0.9299619047619048,31.648444252376837,0.3636669930168192,0.1845594218401154,30.962069384261532,0.015060060060060061,0.06392618474290229,0.16635132275132275,30.962069384261536,0.0,0.0,17.515728480944933,15.74903042661229,63.0,43.18484126984127,75.0,0.9861111111111112,0.20645920207323165,0.1351744107665258,0.09456347527493189,0.06050600933456339,0.9054365247250681,0.9394939906654366,0.032600873521534755,0.0043309814943095284,0.4587301587301587,895.4465544223785,main,combined_mobility_orientation_nlos,10,895.5085015296936
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7930844444444444,0.029567704771119783,0.013333333333333334,160.40666666666667,30.881733333333333,0.0,0.051866666666666665,0.9481333333333334,25.1660058982411,-7.382673458546812,185.68901937825413,0.0,0.04150899470899471,0.013840211640211635,0.9584910052910053,0.9861597883597883,43.4644372930367,75.0,20.753626565947254,-300.0,52.35839622373832,0.06778835978835977,0.030413756613756608,0.9322116402116403,0.9695862433862434,37.17829174274701,0.32301615777073395,0.10843089765664216,30.908084647748,0.014982839982839984,0.04613606439419715,0.16645079365079363,30.908084647748,0.0,0.0,13.550328077598817,10.97707604621023,46.0,36.03896825396826,75.0,0.9634920634920635,0.19010728183297232,0.16018977188341546,0.08434837349740565,0.042989989663843174,0.9156516265025944,0.9570100103361568,0.028723184928815395,0.006960677751933222,0.2123809523809524,1296.7453186511993,main,combined_mobility_orientation_nlos,9,1296.8228781223297
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.96203185550144,-9.393163361827247,174.89506172297854,0.0,0.04992486772486772,0.02016402116402116,0.9500751322751323,0.9798359788359788,34.18284849379799,75.0,26.51595355107832,-300.0,74.34308742767574,0.11142116402116403,0.05777460317460318,0.888578835978836,0.9422253968253969,23.188785874264283,0.3764969104460406,0.17284702723086262,29.094024860291718,0.015060060060060061,0.05406438205418096,0.16635132275132275,29.09402486029172,0.0,0.0,12.01681764568969,10.567661104254977,43.0,35.09706349206349,75.0,0.9769047619047619,0.17377159098577827,0.16205812723181795,0.06453806680147371,0.03046674849598357,0.9354619331985263,0.9695332515040165,0.039838390160167436,0.012993193591749469,0.4587301587301587,932.5998334884644,main,combined_mobility_orientation_nlos,10,932.663488149643
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,static,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,28.820992831571665,-7.525773134788918,183.05521904493787,0.0,0.05691746031746032,0.025716402116402113,0.9430825396825396,0.9742835978835979,32.71150429901229,75.0,28.590646322957518,-300.0,96.65447637412028,0.13102433862433863,0.06402751322751322,0.8689756613756614,0.9359724867724868,22.53200866131703,0.4021001341906692,0.20400916057619517,30.451477824658543,0.015060060060060061,0.06059943734902763,0.16635132275132275,30.451477824658543,0.0,0.0,14.315557969668719,11.579474968398154,47.0,36.95793650793651,75.0,0.9794444444444445,0.20075286649348725,0.14042212297964246,0.08752414088061271,0.04954433526523366,0.9124758591193873,0.9504556647347664,0.033896431082854055,0.00835671675951416,0.4587301587301587,967.4919149875641,main,combined_mobility_orientation_nlos,10,967.5553026199341
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,adaptive,0.7939437037037036,0.027763779425917054,0.013333333333333334,160.7288888888889,30.772177777777777,0.0,0.045422222222222225,0.9545777777777777,25.118189040001305,-7.530202825719371,184.1710243055132,0.0,0.04160634920634921,0.01395449735449735,0.9583936507936508,0.9860455026455026,43.53249240831581,75.0,20.747065978209807,-300.0,52.317043933857995,0.06879894179894179,0.03094814814814814,0.9312010582010583,0.9690518518518518,37.19100028428705,0.32560045978007474,0.1101743323887064,30.63709350568814,0.015060060060060061,0.0459573387207941,0.16635132275132275,30.637093505688135,0.0,0.0,13.848236124881709,10.93738546120953,46.0,36.11563492063492,75.0,0.9657142857142857,0.1877660695532838,0.16040210021996945,0.08258567796592461,0.04367370732341598,0.9174143220340754,0.956326292676584,0.02896063662571827,0.006829879825469517,0.23047619047619047,1360.5474174022675,main,combined_mobility_orientation_nlos,10,1360.618153333664
